GVKEY,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT,datadate,fyear,tic,conm,adrr,pddur,upd,at,capx,ceq,csho,gdwl,oiadp,sale,cik,fic,sich,prcc_f
001253,P,01,LU,63845,4,19721214,19970228,19901231,1990,AAL.1,ALEXANDER & ALEXANDER,,12,3,2835.0000,42.2000,430.6000,40.6000,,109.6000,1338.4000,0000003449,USA,6411,23.1250
001253,P,01,LU,63845,4,19721214,19970228,19911231,1991,AAL.1,ALEXANDER & ALEXANDER,,12,3,2767.2000,23.2000,374.1000,40.8000,,77.2000,1369.4000,0000003449,USA,6411,20.5000
001254,P,01,LU,11691,157,19721214,E,19901231,1990,MATX,MATSON INC,,12,3,1371.1700,226.1970,682.8640,46.2010,0.0000,114.8900,674.3310,0000003453,USA,4400,22.2500
001254,P,01,LU,11691,157,19721214,E,19911231,1991,MATX,MATSON INC,,12,3,1554.9590,305.6800,734.8650,46.2290,0.0000,129.8660,720.7330,0000003453,USA,4400,28.2500
001257,P,01,LU,49330,20041,19691007,E,19900731,1990,ALX,ALEXANDER'S INC,,12,3,198.9930,8.8330,103.9020,4.9760,0.0000,-0.9860,460.2240,0000003499,USA,5311,32.6250
001257,P,01,LU,49330,20041,19691007,E,19910731,1991,ALX,ALEXANDER'S INC,,12,3,188.0570,3.5990,99.7200,4.9760,0.0000,-19.4000,430.2870,0000003499,USA,5311,32.0000
001260,P,01,LU,69171,6397,19830920,19981231,19900731,1990,AFN.2,ADRIEN ARPEL INC,,12,3,26.4480,,10.5050,6.7380,2.5910,-1.5450,24.6870,0000724989,USA,2844,2.5000
001260,P,01,LU,69171,6397,19830920,19981231,19910731,1991,AFN.2,ADRIEN ARPEL INC,,12,3,25.5010,0.0550,6.1900,6.6880,3.0730,-2.5430,44.9190,0000724989,USA,2844,1.2500
001264,C,01,LU,11763,164,19790131,19920311,19900630,1990,3ALGD,ALGOREX CORP,,12,3,2.7010,0.0410,1.8570,2.8190,0.0000,-2.0000,4.6220,0000003535,USA,3672,0.3120
001264,C,01,LU,11763,164,19790131,19920311,19910630,1991,3ALGD,ALGOREX CORP,,12,3,1.3550,0.0730,0.3370,2.8190,0.0000,-1.6480,3.9910,0000003535,USA,3672,0.1250
001266,P,01,LU,11790,153,19721214,E,19900831,1990,ALCO,ALICO INC,,12,3,69.3410,11.6490,48.5590,7.0280,0.0000,6.2650,20.6600,0000003545,USA,100,23.1250
001266,P,01,LU,11790,153,19721214,E,19910831,1991,ALCO,ALICO INC,,12,3,80.3670,12.9300,53.1990,7.0280,0.0000,8.1310,27.1920,0000003545,USA,100,23.7500
001274,P,01,LC,71271,20043,19870130,E,19901231,1990,Y,ALLEGHANY CORP,,12,3,4228.0680,15.1440,648.2410,6.2620,42.5280,145.4290,1407.1220,0000775368,USA,6361,85.1249
001274,P,01,LC,71271,20043,19870130,E,19911231,1991,Y,ALLEGHANY CORP,,12,3,4539.2210,20.6100,724.1840,6.3950,117.9180,71.9190,1406.6120,0000775368,USA,6361,110.9999
001279,P,01,LU,10137,20045,19620131,20110228,19901231,1990,AYE,ALLEGHENY ENERGY INC,,12,3,4561.3200,299.1710,1632.3060,53.4920,,447.9100,2297.8260,0000003673,USA,4911,36.8750
001279,P,01,LU,10137,20045,19620131,20110228,19911231,1991,AYE,ALLEGHENY ENERGY INC,,12,3,4854.9690,312.7330,1685.6540,54.2260,,468.5660,2282.1670,0000003673,USA,4911,44.5000
001281,C,01,LU,44740,20046,19670727,20030731,19901231,1990,ALN.2,ALLEN TELECOM INC,,12,3,330.4270,6.5780,125.7000,8.4680,0.3850,31.9900,352.2810,0000003721,USA,3825,11.1250
001281,C,01,LU,44740,20046,19670727,20030731,19911231,1991,ALN.2,ALLEN TELECOM INC,,12,3,307.9520,4.9760,139.5070,9.4160,0.3770,26.7070,261.9960,0000003721,USA,3825,19.6250
001283,P,01,LU,11851,293,19721214,20050511,19901231,1990,AORGB,ALLEN ORGAN CO  -CL B,,12,3,49.6670,2.3450,46.5580,1.4510,0.0000,5.0370,25.7210,0000003753,USA,3931,28.5000
001283,P,01,LU,11851,293,19721214,20050511,19911231,1991,AORGB,ALLEN ORGAN CO  -CL B,,12,3,51.1160,0.3350,48.5840,1.4110,0.0000,3.9340,25.2760,0000003753,USA,3931,31.5000
001286,C,01,LU,85295,7242,19841001,19920630,19901231,1990,3ALNI,ALLIANCE NORTHWEST INDS INC,,12,3,2.4580,0.1690,1.9890,14.6540,0.0000,-0.5020,3.2810,0000745452,USA,1389,0.0310
001286,C,01,LU,85295,7242,19841001,19920630,19911231,1991,3ALNI,ALLIANCE NORTHWEST INDS INC,,12,3,1.8170,0.0120,1.5480,12.7410,0.0000,-0.3780,1.6110,0000745452,USA,1389,0.0620
001297,C,01,LU,26331,20050,19630329,20001002,19901231,1990,ADPC,ALLIED PRODUCTS,,12,3,439.5260,11.3660,91.3560,6.0000,31.3710,15.4000,526.5010,0000003941,USA,3523,3.2500
001297,C,01,LU,26331,20050,19630329,20001002,19911231,1991,ADPC,ALLIED PRODUCTS,,12,3,326.7020,5.3790,62.2930,7.4450,20.8270,-3.9970,324.0000,0000003941,USA,3523,3.1250
001300,P,01,LC,10145,22168,19620131,E,19901231,1990,HON,HONEYWELL INTERNATIONAL INC,,12,3,10456.0000,675.0000,3380.0000,134.6880,1107.0000,730.0000,12343.0000,0000773840,USA,3724,27.0000
001300,P,01,LC,10145,22168,19620131,E,19911231,1991,HON,HONEYWELL INTERNATIONAL INC,,12,3,10382.0000,668.0000,2983.0000,138.1500,1099.0000,556.0000,11831.0000,0000773840,USA,3724,43.8750
001318,P,01,LU,41443,20057,19650118,20071130,19901231,1990,AT.2,ALLTEL CORP,,12,3,2623.8340,272.4530,1005.3350,79.2190,276.0290,350.5250,1573.7850,0000065873,USA,4813,34.0000
001318,P,01,LU,41443,20057,19650118,20071130,19911231,1991,AT.2,ALLTEL CORP,,12,3,2787.4920,308.2420,1071.6470,79.1920,345.2930,348.8710,1747.7640,0000065873,USA,4813,39.0000
001324,C,01,LU,12002,172,19790131,20030131,19900331,1989,SCHR.1,SCHERER HEALTHCARE INC,,12,3,24.4710,1.6730,10.0590,3.8920,3.7080,-4.5080,14.5190,0000703598,USA,4955,11.0000
001324,C,01,LU,12002,172,19790131,20030131,19910331,1990,SCHR.1,SCHERER HEALTHCARE INC,,12,3,42.9030,0.7570,23.0540,3.8920,3.6500,-2.9720,18.4420,0000703598,USA,4955,11.0000
001327,P,01,LU,45911,20058,19680313,E,19900331,1989,SWKS,SKYWORKS SOLUTIONS INC,,12,3,59.3850,4.8350,35.9060,7.1620,0.0000,-2.4830,64.6840,0000004127,USA,3674,2.8750
001327,P,01,LU,45911,20058,19680313,E,19910331,1990,SWKS,SKYWORKS SOLUTIONS INC,,12,3,57.0710,2.1790,38.2330,7.4220,0.0000,4.3080,66.3440,0000004127,USA,3674,3.8750
001328,C,01,LC,12045,364,19850512,19961111,19900531,1989,FBSM,ALPHA SOLARCO INC,,12,3,0.9720,0.2030,0.3750,40.2640,0.0000,-0.7550,0.0000,,USA,3433,0.2810
001328,C,01,LC,12045,364,19850512,19961111,19910531,1990,FBSM,ALPHA SOLARCO INC,,12,3,0.7560,0.0190,0.1510,45.9360,0.0000,-0.5910,0.3670,,USA,3433,0.2190
001331,P,01,LU,68814,162,19791231,20020711,19900430,1989,APNI,ALPINE GROUP INC,,12,3,28.9650,0.0680,-0.8280,5.8180,7.0010,-1.7730,7.9370,0000004164,USA,3990,2.6250
001331,P,01,LU,68814,162,19791231,20020711,19910430,1990,APNI,ALPINE GROUP INC,,12,3,24.6580,0.1760,-0.7390,6.5830,6.6040,-2.9160,6.3470,0000004164,USA,3990,4.3750
001334,P,01,LU,12117,170,19810618,20010917,19900228,1989,NQLIQ,NQL INC,,12,3,35.0320,1.7540,23.0800,2.9210,,0.7800,55.8880,0001122965,USA,3571,3.8750
001334,P,01,LU,12117,170,19810618,20010917,19910228,1990,NQLIQ,NQL INC,,12,3,27.5210,1.8570,15.6600,2.8490,,-6.7070,52.8020,0001122965,USA,3571,1.7500
001351,P,01,LU,12205,7167,19840807,19981130,19901231,1990,ALRN.,ALTRON INC,,12,3,36.8150,4.0630,19.2910,3.3010,0.0000,2.1450,53.4930,0000741339,USA,3672,4.0620
001351,P,01,LU,12205,7167,19840807,19981130,19911231,1991,ALRN.,ALTRON INC,,12,3,38.0280,3.9850,20.4110,3.3160,0.0000,2.2300,62.0860,0000741339,USA,3672,5.8750
001356,P,01,LC,24643,20060,19620131,20161031,19901231,1990,AA.3,ALCOA INC,,12,3,11413.2000,850.9000,5107.5000,84.8420,,1486.0000,10710.2000,,USA,3334,57.6250
001356,P,01,LC,24643,20060,19620131,20161031,19911231,1991,AA.3,ALCOA INC,,12,3,11178.4000,849.7000,4881.6000,85.0820,,787.4000,9884.1000,,USA,3334,64.3750
001359,P,01,LU,64856,20061,19830608,20010629,19901231,1990,AZA.1,ALZA CORP,,12,3,530.8680,24.3770,219.6050,32.3900,0.0000,32.3620,99.2530,0000004310,USA,2834,50.8750
001359,P,01,LU,64856,20061,19830608,20010629,19911231,1991,AZA.1,ALZA CORP,,12,3,580.4900,34.0590,322.8540,72.0820,0.0000,53.4650,139.7480,0000004310,USA,2834,49.1250
001360,C,01,LC,12213,205,19800124,19920526,19900430,1989,SNTO,SENTO CORP,,12,3,0.8370,0.0930,0.7300,2.7240,0.0000,-0.0420,0.1940,0000004317,USA,1311,0.1870
001360,C,01,LC,12213,205,19800124,19920526,19910430,1990,SNTO,SENTO CORP,,12,3,0.9150,0.1020,0.8140,2.7240,0.0000,0.0680,0.3120,0000004317,USA,1311,0.1870
001365,P,01,LU,10161,20063,19620131,19931029,19901231,1990,AMX.2,AMAX INC,,12,3,4920.1000,,2218.4000,86.2470,0.0000,419.2000,3787.5000,0000004363,USA,3334,21.1250
001365,P,01,LU,10161,20063,19620131,19931029,19911231,1991,AMX.2,AMAX INC,,12,3,5542.2000,,2187.3000,86.9190,0.0000,199.3000,3771.6000,0000004363,USA,3334,20.0000
001370,C,01,LC,12299,6350,19831230,19930927,19900630,1990,AMED.,AMBULATORY MEDICAL CARE INC,,12,3,1.4190,0.4750,0.7680,1.0920,0.0000,0.6060,3.8610,0000724126,USA,8011,
001370,C,01,LC,12299,6350,19831230,19930927,19910630,1991,AMED.,AMBULATORY MEDICAL CARE INC,,12,3,2.5200,0.2290,1.3650,1.0800,0.0000,0.5420,4.5930,0000724126,USA,8011,
001372,P,01,LU,12320,1336,19721214,20030331,19900831,1990,AICOQ,AMCAST INDUSTRIAL CORP,,12,3,184.5540,16.7170,67.3610,6.6680,3.1180,10.0060,274.3410,0000027425,USA,3490,8.1250
001372,P,01,LU,12320,1336,19721214,20030331,19910831,1991,AICOQ,AMCAST INDUSTRIAL CORP,,12,3,179.3440,9.9130,69.2570,6.4110,3.0320,15.1350,271.3970,0000027425,USA,3490,12.1250
001380,P,01,LU,28484,20064,19690131,E,19901231,1990,HES,HESS CORP,,12,3,9056.6360,1461.4270,3106.0290,81.0190,0.0000,706.1080,6947.5050,0000004447,USA,2911,46.3750
001380,P,01,LU,28484,20064,19690131,E,19911231,1991,HES,HESS CORP,,12,3,8841.4350,1712.3150,3131.9820,81.0680,0.0000,144.5160,6266.8450,0000004447,USA,2911,47.5000
001382,P,01,LC,12424,5814,19830225,19940825,19901231,1990,LCC,US AIRWAYS GROUP INC,,12,3,1165.2560,372.7680,21.0500,19.3320,0.0000,-31.6310,1315.8040,0000701345,USA,4512,5.6250
001382,P,01,LC,12424,5814,19830225,19940825,19911231,1991,LCC,US AIRWAYS GROUP INC,,12,3,1111.1440,104.0970,-166.6010,23.6140,0.0000,-104.6570,1413.9250,0000701345,USA,4512,1.0310
001392,P,01,LU,60046,209,19760812,19970930,19901231,1990,AMH.1,AMDAHL CORP,,12,3,2326.7670,303.9040,1370.6270,110.1780,0.0000,259.0130,2158.7550,0000004427,USA,3571,14.1250
001392,P,01,LU,60046,209,19760812,19970930,19911231,1991,AMH.1,AMDAHL CORP,,12,3,2335.5640,327.8740,1377.5290,111.2310,0.0000,-32.1500,1702.4860,0000004427,USA,3571,15.7500
001397,P,01,LC,39482,20066,19630801,20120126,19901231,1990,ABLT,AMERICAN BILTRITE INC,,12,3,92.7810,4.4270,36.7960,1.8120,0.0000,4.4920,153.8050,0000004611,USA,3089,9.2500
001397,P,01,LC,39482,20066,19630801,20120126,19911231,1991,ABLT,AMERICAN BILTRITE INC,,12,3,94.3430,3.9430,39.9260,1.8120,0.0000,6.6320,154.0470,0000004611,USA,3089,16.5000
001408,P,01,LC,10225,20067,19620131,20140430,19901231,1990,BEAM.2,BEAM INC,,12,3,13835.2000,296.7000,3633.1000,200.3570,,1479.5000,8270.3000,0000789073,USA,2111,41.5000
001408,P,01,LC,10225,20067,19620131,20140430,19911231,1991,BEAM.2,BEAM INC,,12,3,15115.5000,233.9000,4163.3000,203.9180,,1496.3000,8379.0000,0000789073,USA,2111,45.0000
001410,P,01,LU,47730,20068,19690213,E,19901031,1990,ABM,ABM INDUSTRIES INC,,12,3,201.6960,6.1020,79.5580,4.0200,28.9300,12.8370,679.1280,0000771497,USA,7340,28.5000
001410,P,01,LU,47730,20068,19690213,E,19911031,1991,ABM,ABM INDUSTRIES INC,,12,3,211.6520,5.6470,89.5540,4.1300,27.2330,14.4420,738.8210,0000771497,USA,7340,33.8750
001411,P,01,LU,56119,20069,19721214,20000229,19901231,1990,ABP.2,AMERICAN BUSINESS PRODS/GA,,12,3,207.0030,10.0530,109.8750,7.1040,,25.0550,398.7940,0000004672,USA,2761,19.8750
001411,P,01,LU,56119,20069,19721214,20000229,19911231,1991,ABP.2,AMERICAN BUSINESS PRODS/GA,,12,3,218.0860,12.2630,119.7830,10.6830,16.4950,31.4020,446.5330,0000004672,USA,2761,27.2500
001416,C,01,LC,54332,20070,19840131,19911209,19901231,1990,ACCN,AMERICAN CAPITAL CORP,,12,3,4920.4730,,-29.5610,20.7490,,-70.0110,492.5190,0000760684,USA,,0.1250
001417,P,01,LC,51916,20071,19820129,E,19900630,1990,VBF,INVESCO BOND FUND,,12,1,,,,10.8560,,,,0000005094,USA,,16.5000
001417,P,01,LC,51916,20071,19820129,E,19910630,1991,VBF,INVESCO BOND FUND,,12,1,,,,10.9400,,,,0000005094,USA,,18.3750
001418,C,01,LC,77200,11193,19911112,20000418,19911231,1991,TFHIZ,TRANSFINANCIAL HOLDINGS INC,,12,3,18.1150,0.0000,6.0760,7.5420,0.0000,0.6700,21.8530,0000719271,USA,4213,
001430,P,01,LU,23341,20076,19620131,19941130,19901231,1990,ACY.1,AMERICAN CYANAMID CO,,12,3,5092.0000,375.5000,2562.7000,93.4130,0.0000,476.0000,4570.2000,0000004829,USA,2800,52.6250
001430,P,01,LU,23341,20076,19620131,19941130,19911231,1991,ACY.1,AMERICAN CYANAMID CO,,12,3,5054.2000,392.1000,2603.6000,91.6250,0.0000,531.4000,4986.2000,0000004829,USA,2800,64.7500
001431,C,01,LU,12723,57,19790928,19920710,19900131,1989,3ACYGE,AMERICAN CYTOGENETICS,,12,3,1.7780,0.2260,0.0830,3.2390,0.2420,0.5190,5.6710,0000004833,USA,8071,0.7500
001431,C,01,LU,12723,57,19790928,19920710,19910131,1990,3ACYGE,AMERICAN CYTOGENETICS,,12,3,1.4510,0.1300,0.2820,3.2530,0.2310,-0.1680,5.9830,0000004833,USA,8071,0.1250
001439,P,01,LC,12758,7019,19840509,E,19901231,1990,ECOL,US ECOLOGY INC,,12,3,79.3430,2.6980,8.7630,2.9600,0.0000,5.9560,47.3110,0001783400,USA,4955,6.7500
001439,P,01,LC,12758,7019,19840509,E,19911231,1991,ECOL,US ECOLOGY INC,,12,3,84.6910,0.9400,40.4680,4.5760,0.0000,9.3110,54.6260,0001783400,USA,4955,18.7500
001440,P,01,LC,24109,20077,19620131,E,19901231,1990,AEP,AMERICAN ELECTRIC POWER CO,,12,3,13989.0980,622.9220,4167.1600,184.5350,,1090.7750,5167.4920,0000004904,USA,4911,28.0000
001440,P,01,LC,24109,20077,19620131,E,19911231,1991,AEP,AMERICAN ELECTRIC POWER CO,,12,3,14125.2970,624.5510,4222.2970,184.5350,,1131.2350,5046.6090,0000004904,USA,4911,34.2500
001441,C,01,LC,12766,5080,19810618,19920709,19900731,1990,CMQ,MANSFELDER METALS LTD,,12,3,1.3550,0.0230,0.3240,5.2610,,-0.0030,2.0040,0000352281,USA,3845,0.1250
001441,C,01,LC,12766,5080,19810618,19920709,19910731,1991,CMQ,MANSFELDER METALS LTD,,12,3,1.3060,0.0120,0.4930,6.7920,,0.0880,1.8500,0000352281,USA,3845,0.1250
001444,P,01,LC,12627,36,19850228,20050822,19900731,1990,AVCS,AMERICAN VANTAGE COMPANIES,,12,3,0.7340,0.0030,0.0980,4.5210,0.6880,-0.4140,0.9690,0000315428,USA,7900,0.0940
001444,P,01,LC,12627,36,19850228,20050822,19910731,1991,AVCS,AMERICAN VANTAGE COMPANIES,,12,3,1.2010,0.0000,0.4930,11.5210,0.6020,-0.2480,0.8960,0000315428,USA,7900,0.2500
001446,P,01,LC,12811,6592,19831115,19971014,19901231,1990,AX.1,AMERICAN EXPLORATION CO,,12,3,220.4530,21.6650,91.9370,38.1490,0.0000,7.0350,55.7720,0000715428,USA,1311,3.5000
001446,P,01,LC,12811,6592,19831115,19971014,19911231,1991,AX.1,AMERICAN EXPLORATION CO,,12,3,336.8030,32.2460,127.4330,56.2440,0.0000,-6.2050,76.2480,0000715428,USA,1311,2.5000
001447,C,01,LU,59176,90,19721214,E,19901231,1990,AXP,AMERICAN EXPRESS CO,,12,3,137682.0000,719.0000,6135.0000,464.4740,,1405.0000,24332.0000,0000004962,USA,6211,20.6250
001447,C,01,LU,59176,90,19721214,E,19911231,1991,AXP,AMERICAN EXPRESS CO,,12,3,146441.0000,656.0000,7114.0000,472.1660,,1107.0000,25763.0000,0000004962,USA,6211,20.5000
001449,P,01,LU,57904,92,19730823,E,19901231,1990,AFL,AFLAC INC,,12,3,8034.8280,22.5500,790.9660,81.4510,,231.6220,2678.3540,0000004977,USA,6321,19.1250
001449,P,01,LU,57904,92,19730823,E,19911231,1991,AFL,AFLAC INC,,12,3,10144.5000,11.2880,923.4890,81.7350,,278.7620,3282.6690,0000004977,USA,6321,29.8750
001456,P,01,LU,12918,102,19721214,19970930,19901231,1990,AFIL,AMERICAN FILTRONA CORP,,12,3,82.8690,2.4740,66.3970,3.7140,9.1340,9.3440,143.6340,0000005009,USA,3080,17.7500
001456,P,01,LU,12918,102,19721214,19970930,19911231,1991,AFIL,AMERICAN FILTRONA CORP,,12,3,86.0700,3.9910,70.1590,3.7070,8.6620,9.5650,144.0200,0000005009,USA,3080,23.0000
001462,P,01,LU,66771,6849,19841116,19930225,19901231,1990,AFC.A,AMERICAN FRUCTOSE  -CL A,,12,3,184.1110,18.9080,118.2150,9.0450,0.0000,37.1480,196.1500,0000725552,USA,2040,21.1250
001462,P,01,LU,66771,6849,19841116,19930225,19911231,1991,AFC.A,AMERICAN FRUCTOSE  -CL A,,12,3,201.2690,6.1610,133.6590,9.0000,0.0000,35.6270,211.3290,0000725552,USA,2040,24.0000
001465,P,01,LU,48397,20082,19710129,20010928,19901231,1990,AGC.1,AMERICAN GENERAL CORP,,12,3,33808.0000,0.0000,4138.0000,111.2750,,1483.0000,4481.0000,0000005103,USA,6311,30.7500
001465,P,01,LU,48397,20082,19710129,20010928,19911231,1991,AGC.1,AMERICAN GENERAL CORP,,12,3,36105.0000,0.0000,4329.0000,108.8310,,1274.0000,4395.0000,0000005103,USA,6311,44.5000
001468,P,01,LU,13056,121,19721214,20130830,19900228,1989,AM.1,AMERICAN GREETINGS  -CL A,,12,3,1141.0160,42.8690,604.6040,32.0090,0.0000,121.9750,1286.8530,0000005133,USA,2771,31.2500
001468,P,01,LU,13056,121,19721214,20130830,19910228,1990,AM.1,AMERICAN GREETINGS  -CL A,,12,3,1255.7140,45.3030,656.6060,31.6090,,142.8210,1412.7160,0000005133,USA,2771,37.7500
001470,P,01,LU,13064,217,19830131,19910531,19901231,1990,3EGRP,ENCORE GROUP INC,,12,3,2.8770,0.1650,0.2820,6.1130,0.6150,-0.4640,5.7670,0000276259,USA,3690,0.1250
001474,P,01,LC,59643,124,19790131,19991029,19901231,1990,AHL.2,AMERICAN HERITAGE LIFE INVS,,12,3,780.6290,,114.1430,5.9290,,19.7670,220.8420,0000005172,USA,6311,21.0000
001474,P,01,LC,59643,124,19790131,19991029,19911231,1991,AHL.2,AMERICAN HERITAGE LIFE INVS,,12,3,892.5950,,131.1000,5.9320,,22.7730,250.4950,0000005172,USA,6311,30.6250
001478,P,01,LC,15667,20086,19620131,20091015,19901231,1990,WYE,WYETH,,12,3,5637.1070,247.6930,2675.0790,314.0280,283.2140,1515.6760,6775.1820,0000005187,USA,2834,52.6250
001478,P,01,LC,15667,20086,19620131,20091015,19911231,1991,WYE,WYETH,,12,3,5938.7970,227.9110,3300.4190,315.6230,254.5510,1717.0390,7079.4430,0000005187,USA,2834,84.6250
001485,P,01,LU,65859,20088,19840216,19991008,19901231,1990,AIT.1,AMERITECH CORP,,12,3,21715.1000,2116.0000,7732.4000,264.3260,0.0000,2189.0000,10662.5000,0000732715,USA,4813,66.7500
001485,P,01,LU,65859,20088,19840216,19991008,19911231,1991,AIT.1,AMERITECH CORP,,12,3,22289.7000,2152.2000,8097.0000,266.6330,,2169.0000,10818.4000,0000732715,USA,4813,63.5000
001487,P,01,LC,66800,137,19721214,E,19901231,1990,AIG,AMERICAN INTERNATIONAL GROUP,,12,3,58143.0980,612.9150,9904.4330,212.1430,,2414.0620,16214.0000,0000005272,USA,6331,76.8750
001487,P,01,LC,66800,137,19721214,E,19911231,1991,AIG,AMERICAN INTERNATIONAL GROUP,,12,3,69389.5000,1370.2400,11463.4920,212.2700,,2893.6370,17675.0980,0000005272,USA,6331,98.3750
001491,P,01,LC,29014,20089,19650630,20111221,19901231,1990,HAIPF,HADERA PAPER LTD,,12,3,231.8450,19.9360,111.5800,3.8050,,17.4830,260.4690,0000005337,ISR,2621,29.2500
001491,P,01,LC,29014,20089,19650630,20111221,19911231,1991,HAIPF,HADERA PAPER LTD,,12,3,242.8600,19.3040,122.9870,3.8050,,22.2180,276.5300,0000005337,ISR,2621,41.1250
001494,P,01,LU,13232,7012,19840608,19980227,19900430,1989,RVR.2,CRUISE AMERICA INC,,12,3,107.3570,40.0840,23.1480,5.5310,0.0000,5.9230,72.0170,0000733775,USA,7510,4.7500
001494,P,01,LU,13232,7012,19840608,19980227,19910430,1990,RVR.2,CRUISE AMERICA INC,,12,3,109.2700,32.5020,26.4590,5.5330,0.0000,8.2730,69.9080,0000733775,USA,7510,6.5000
001495,P,01,LU,13283,178,19780421,19970731,19900228,1989,AMZ.1,AMERICAN LIST CORP,,12,3,9.8730,0.0500,9.0440,2.7620,0.0000,3.8710,7.1380,0000005385,USA,7331,16.6250
001495,P,01,LU,13283,178,19780421,19970731,19910228,1990,AMZ.1,AMERICAN LIST CORP,,12,3,11.6430,0.0800,10.9910,2.7620,0.0000,4.6830,8.7530,0000005385,USA,7331,22.6250
001496,C,01,LU,10488,418,19721214,20060331,19901231,1990,ALGI,AMERICAN LOCKER GROUP INC,,12,3,8.2600,0.4970,3.5220,1.0770,0.0000,0.7960,11.8720,0000008855,USA,2540,3.0000
001496,C,01,LU,10488,418,19721214,20060331,19911231,1991,ALGI,AMERICAN LOCKER GROUP INC,,12,3,8.2710,1.1800,2.7790,0.8740,0.0000,0.4780,13.5610,0000008855,USA,2540,3.5000
001497,P,01,LU,13291,5313,19820219,19910830,19900930,1990,DMNG,DAMON GROUP INC,,12,3,327.0240,4.1250,20.0780,4.7330,203.1620,17.7810,217.4260,0000036127,USA,8071,4.1250
001498,P,01,LU,50112,20090,19700218,19951130,19901231,1990,AZE.A,AMERICAN MAIZE-PRODS  -CL A,,12,3,433.2220,32.4310,151.0650,6.4020,12.8420,60.1260,501.4980,0000005405,USA,2040,19.8750
001498,P,01,LU,50112,20090,19700218,19951130,19911231,1991,AZE.A,AMERICAN MAIZE-PRODS  -CL A,,12,3,459.6390,19.4280,158.6650,6.4240,14.3850,56.9830,533.5650,0000005405,USA,2040,21.7500
001500,P,01,LC,13304,249,19790427,20040528,19901231,1990,AMSY,AMERICAN MANAGEMENT SYSTEMS,,12,3,133.5580,6.8170,54.0450,9.6780,0.0000,19.2270,261.9290,0001318060,USA,7370,18.1250
001500,P,01,LC,13304,249,19790427,20040528,19911231,1991,AMSY,AMERICAN MANAGEMENT SYSTEMS,,12,3,146.4630,9.4000,69.4110,9.9800,0.0000,20.8950,285.1670,0001318060,USA,7370,19.7500
001511,C,01,LC,13390,254,19801029,19920903,19900831,1990,TEEE.,GOLF ROUNDS.COM INC,,12,3,10.1120,0.1240,5.2500,2.0080,0.0000,-1.1030,10.8410,,USA,5051,0.6250
001511,C,01,LC,13390,254,19801029,19920903,19910831,1991,TEEE.,GOLF ROUNDS.COM INC,,12,3,5.4760,0.0040,2.8760,2.0080,0.0000,-1.7660,9.9970,,USA,5051,0.5620
001518,P,01,LC,85404,7476,19850326,20091223,19900930,1990,HIST,GALLERY OF HISTORY INC,,12,3,11.9910,0.4700,8.3320,5.5910,0.0000,0.2180,3.4160,0000763730,USA,5990,3.0000
001518,P,01,LC,85404,7476,19850326,20091223,19910930,1991,HIST,GALLERY OF HISTORY INC,,12,3,11.8770,0.1380,9.3380,5.7910,0.0000,0.9830,4.5200,0000763730,USA,5990,3.0000
001523,P,01,LU,13470,6743,19831222,20111230,19901231,1990,AMAC,AMERICAN MEDICAL ALERT CORP,,12,3,1.7420,0.2590,1.1020,5.3140,0.0000,0.2780,3.5660,0000700721,USA,7380,0.3750
001523,P,01,LU,13470,6743,19831222,20111230,19911231,1991,AMAC,AMERICAN MEDICAL ALERT CORP,,12,3,2.2120,0.2430,1.5780,5.3140,0.0000,0.4600,4.0130,0000700721,USA,7380,1.4370
001526,P,01,LU,13507,261,19721214,E,19901231,1990,ANAT,AMERICAN NATIONAL GROUP INC,,12,3,4754.2140,2.6170,1607.0490,26.5040,,155.3660,1100.2690,0000904163,USA,6311,27.5000
001526,P,01,LU,13507,261,19721214,E,19911231,1991,ANAT,AMERICAN NATIONAL GROUP INC,,12,3,5076.7140,7.0770,1777.5150,26.4790,,182.3140,1197.4310,0000904163,USA,6311,41.2500
001527,P,01,LU,13515,284,19810605,19930730,19901231,1990,ANPC.,AMERICAN NATIONAL PETROLEUM,,12,3,40.9350,2.6610,14.8920,6.6850,0.0000,2.8620,11.4030,0000350898,USA,1311,2.5620
001527,P,01,LU,13515,284,19810605,19930730,19911231,1991,ANPC.,AMERICAN NATIONAL PETROLEUM,,12,3,45.8180,3.8060,30.7700,5.8400,0.0000,3.2800,12.7880,0000350898,USA,1311,3.6250
001530,C,01,LU,13523,290,19721214,19940506,19900531,1989,3ANUCE,AMERICAN NUCLEAR CORP,,12,3,16.0320,0.0400,12.5300,7.2390,0.0000,-0.3470,0.0120,0000005550,USA,1090,0.8750
001530,C,01,LU,13523,290,19721214,19940506,19910531,1990,3ANUCE,AMERICAN NUCLEAR CORP,,12,3,15.7840,0.0460,12.1660,7.2390,0.0000,-0.5470,0.0000,0000005550,USA,1090,2.0000
001530,C,01,LU,13523,290,19721214,19940506,19911231,1991,3ANUCE,AMERICAN NUCLEAR CORP,,12,3,12.8740,,9.0900,7.6870,0.0000,-3.8430,0.1200,0000005550,USA,4955,2.2500
001532,P,01,LU,64143,424,19820129,19940729,19901231,1990,AOG.2,AMERICAN OIL & GAS,,12,3,255.4730,8.6660,93.5100,16.2270,,22.3120,441.1660,0000746896,USA,4923,8.2500
